date,congestion_index,traffic_volume,average_speed,is_outlier,year,month,day,dayofweek,is_weekend,is_holiday,season
2019-10-05,37.014561402650386,2245.117156479163,30.011462977867406,False,2019,10,5,5,1,0,rainy
2019-10-06,40.37576069386854,2189.823707944296,27.761077921324734,False,2019,10,6,6,1,0,rainy
2019-10-07,38.11424205421941,2258.3351161273777,30.7974932702917,False,2019,10,7,0,0,0,rainy
2019-10-08,40.625407657316714,2305.959113607682,28.640810875755097,False,2019,10,8,1,0,0,rainy
2019-10-09,43.388431278425905,2331.3764543646316,27.902653288381906,False,2019,10,9,2,0,0,rainy
2019-10-10,48.03075912985322,2314.1411446744837,32.19138639573659,False,2019,10,10,3,0,0,rainy
2019-10-11,33.937428081925894,2221.711303532854,32.22381317860433,False,2019,10,11,4,0,0,rainy
2019-10-12,50.820428705760406,2165.190170912907,34.103936109059994,False,2019,10,12,5,1,0,rainy
2019-10-13,30.4264962996714,2175.353402187815,30.631139110983003,False,2019,10,13,6,1,0,rainy
2019-10-14,39.46259110976551,2167.6638414777667,33.317305000140756,False,2019,10,14,0,0,0,rainy
2019-10-15,43.20058148069868,2434.523882821687,33.91354957190387,False,2019,10,15,1,0,0,rainy
2019-10-16,41.70432012016009,2327.69216790072,33.76281864445414,False,2019,10,16,2,0,0,rainy
2019-10-17,37.229103024348476,1622.2002917706877,30.118156922291565,False,2019,10,17,3,0,0,rainy
2019-10-18,39.34809090949062,2342.841220144262,33.20906017778825,False,2019,10,18,4,0,0,rainy
2019-10-19,37.97264706078678,2252.0767909661836,34.01842424449747,False,2019,10,19,5,1,0,rainy
2019-10-20,37.5426110523274,2210.9412938222745,33.1117053444733,False,2019,10,20,6,1,0,rainy
2019-10-21,44.7920466108337,2138.6173931540798,26.993987872006542,False,2019,10,21,0,0,0,rainy
2019-10-22,42.38651685040628,2442.865726614634,33.897176563599004,False,2019,10,22,1,0,0,rainy
2019-10-23,37.197079735467476,2409.354123777694,40.214575506522976,False,2019,10,23,2,0,0,rainy
2019-10-24,45.22258254137429,2067.1619613615194,32.65707934163375,False,2019,10,24,3,0,0,rainy
2019-10-25,42.3267847272167,2305.1190711099166,31.71207320174191,False,2019,10,25,4,0,0,rainy
2019-10-26,44.923030712341465,2031.4302566361425,35.17430296273417,False,2019,10,26,5,1,0,rainy
2019-10-27,44.0780060815917,1951.9722232014228,35.14814333936061,False,2019,10,27,6,1,0,rainy
2019-10-28,36.8587162488672,2104.767294186334,37.94471781580989,False,2019,10,28,0,0,0,rainy
2019-10-29,38.279281334419665,2404.8842905386873,30.747117571596377,False,2019,10,29,1,0,0,rainy
2019-10-30,44.89579292618267,2425.404756092208,36.86773292930499,False,2019,10,30,2,0,0,rainy
2019-10-31,44.292934275724896,2339.8495724761856,36.59634360136657,False,2019,10,31,3,0,0,rainy
2019-11-01,41.22092848288329,2384.78225095072,34.54869327825016,False,2019,11,1,4,0,0,cool
2019-11-02,41.99899733378588,2345.6064699402505,36.139776075049305,False,2019,11,2,5,1,0,cool
2019-11-03,47.89015356366684,2116.7585534971513,38.35914953121879,False,2019,11,3,6,1,0,cool
2019-11-04,38.63595899947607,2334.1989872444447,38.03322434664516,False,2019,11,4,0,0,0,cool
2019-11-05,44.423780642192106,2410.7307171357943,32.13111643034926,False,2019,11,5,1,0,0,cool
2019-11-06,40.77427120480638,2404.4152999719904,38.162897487184324,False,2019,11,6,2,0,0,cool
2019-11-07,40.796203393790286,2494.3209565927204,35.64891592118613,False,2019,11,7,3,0,0,cool
2019-11-08,47.48027337818918,2401.25244298781,36.2004314381057,False,2019,11,8,4,0,0,cool
2019-11-09,46.217625177372376,2333.005944481283,36.33845498569232,False,2019,11,9,5,1,0,cool
2019-11-10,46.26458966929543,2479.9412923420527,35.80337676345768,False,2019,11,10,6,1,0,cool
2019-11-11,48.83324576693226,2263.8713000850066,39.96261671183646,False,2019,11,11,0,0,0,cool
2019-11-12,42.52196112337817,2096.1333272108877,36.26783607923949,False,2019,11,12,1,0,0,cool
2019-11-13,45.94004397950927,2243.2949809022807,33.289915594493365,False,2019,11,13,2,0,0,cool
2019-11-14,41.09449598739286,2130.3943641495143,35.5955583225577,False,2019,11,14,3,0,0,cool
2019-11-15,44.384391379483084,2147.87113351635,37.43781803286115,False,2019,11,15,4,0,0,cool
2019-11-16,42.232718505343826,2257.599279172364,40.712919094582716,False,2019,11,16,5,1,0,cool
2019-11-17,43.490396554447116,2131.6785176845133,38.95601791527611,False,2019,11,17,6,1,0,cool
2019-11-18,46.10525745494789,2232.2918639050918,34.71446941144452,False,2019,11,18,0,0,0,cool
2019-11-19,39.16446039550318,1918.9439809593591,44.83883329006774,False,2019,11,19,1,0,0,cool
2019-11-20,53.845590196004515,2344.168356001904,38.29258994497962,False,2019,11,20,2,0,0,cool
2019-11-21,38.48361748215167,2305.6522267619503,41.43721480060479,False,2019,11,21,3,0,0,cool
2019-11-22,37.57473392715957,2145.9525835193085,37.26642254425996,False,2019,11,22,4,0,0,cool
2019-11-23,49.57008688309166,2445.2351091542205,39.42987877088697,False,2019,11,23,5,1,0,cool
2019-11-24,47.873544768663415,2504.9709664907737,40.454121603076686,False,2019,11,24,6,1,0,cool
2019-11-25,47.17333221565314,2000.0700210379762,41.693863753590975,False,2019,11,25,0,0,0,cool
2019-11-26,47.333724811783384,2173.2149622506167,41.312565851216846,False,2019,11,26,1,0,0,cool
2019-11-27,44.27174857285424,2176.161003155205,40.85582105779447,False,2019,11,27,2,0,0,cool
2019-11-28,39.98937501089464,2146.288785827941,37.390297524803366,False,2019,11,28,3,0,0,cool
2019-11-29,44.998971075585644,2504.49341692486,36.71417724767965,False,2019,11,29,4,0,0,cool
2019-11-30,41.380035368783936,2304.210090035774,39.51859774198569,False,2019,11,30,5,1,0,cool
2019-12-01,49.78888922856771,2294.4957485822465,41.40899437591315,False,2019,12,1,6,1,0,cool
2019-12-02,44.326957590889535,1951.094862070656,38.02773179113628,False,2019,12,2,0,0,0,cool
2019-12-03,41.08517561487956,2483.463454007109,41.97511674415204,False,2019,12,3,1,0,0,cool
2019-12-04,43.75756808270652,2113.08323975845,43.21855645179992,False,2019,12,4,2,0,0,cool
2019-12-05,47.582363853974016,2377.5177235311426,36.19022320797231,False,2019,12,5,3,0,1,cool
2019-12-06,42.8536213104758,2425.642709826509,36.50425472993,False,2019,12,6,4,0,0,cool
2019-12-07,41.716961996044674,2646.9736383840354,38.66705119667902,False,2019,12,7,5,1,0,cool
2019-12-08,47.203556165399824,2117.7895234143853,40.08148088724045,False,2019,12,8,6,1,0,cool
2019-12-09,47.36819879310754,1780.3985469627528,37.65269444710372,False,2019,12,9,0,0,0,cool
2019-12-10,43.76803869423762,2425.852546083537,43.34802215063318,False,2019,12,10,1,0,0,cool
2019-12-11,44.108047250144665,2753.999399649259,40.62588007768684,False,2019,12,11,2,0,0,cool
2019-12-12,47.78502069084705,2646.5324007096538,39.531514319850686,False,2019,12,12,3,0,0,cool
2019-12-13,39.54688167558973,2445.5509845472156,35.16214895915517,False,2019,12,13,4,0,0,cool
2019-12-14,39.91346888155433,2310.196395476704,35.57632830802145,False,2019,12,14,5,1,0,cool
2019-12-15,43.52295456493172,2574.879789463279,40.4178796343958,False,2019,12,15,6,1,0,cool
2019-12-16,46.21318266609971,2223.7033127988743,33.22530389607698,False,2019,12,16,0,0,0,cool
2019-12-17,49.00100487682814,2518.6655653363873,42.70639036498498,False,2019,12,17,1,0,0,cool
2019-12-18,54.99005342468826,2529.4922020315407,39.23653898571255,False,2019,12,18,2,0,0,cool
2019-12-19,52.06908298596843,2645.465527598526,49.47992423135614,False,2019,12,19,3,0,0,cool
2019-12-20,47.149262351496674,2990.4006578216295,46.71114955151748,False,2019,12,20,4,0,0,cool
2019-12-21,48.02265186205412,2522.01518048278,39.27690885093746,False,2019,12,21,5,1,0,cool
2019-12-22,43.274421734996174,2346.819331604057,39.533190059966664,False,2019,12,22,6,1,0,cool
2019-12-23,48.36434611339524,2448.5924913623167,42.866971198643064,False,2019,12,23,0,0,0,cool
2019-12-24,47.183919084266655,2105.0011873881967,45.01484235107634,False,2019,12,24,1,0,0,cool
2019-12-25,50.41151235269692,2324.9949603123823,35.013400052269354,False,2019,12,25,2,0,0,cool
2019-12-26,44.83282830776403,2387.2130031431484,34.58758180305115,False,2019,12,26,3,0,0,cool
2019-12-27,51.7370845838314,2369.3928807918473,38.096877332682936,False,2019,12,27,4,0,0,cool
2019-12-28,56.97567029698968,2509.8302463660484,41.72451580258745,False,2019,12,28,5,1,0,cool
2019-12-29,48.94000258548317,2320.0301133565836,41.47728893440755,False,2019,12,29,6,1,0,cool
2019-12-30,51.66434249426725,2713.8796499780706,43.2033883723486,False,2019,12,30,0,0,0,cool
2019-12-31,53.278586396997206,2494.877406136889,36.39942580699524,False,2019,12,31,1,0,1,cool
2020-01-01,47.99389764057083,2498.139935772275,33.05156841109337,False,2020,1,1,2,0,1,cool
2020-01-02,51.29259597061042,2439.5850635441666,42.5725609779976,False,2020,1,2,3,0,0,cool
2020-01-03,50.407178120136436,2541.3646202586197,37.509485188501344,False,2020,1,3,4,0,0,cool
2020-01-04,51.00457716497668,2680.5055531005028,33.931204569718844,False,2020,1,4,5,1,0,cool
2020-01-05,46.822975348745864,2347.214684898516,40.411494290944,False,2020,1,5,6,1,0,cool
2020-01-06,50.98219885866918,2394.166141806182,42.34250881400211,False,2020,1,6,0,0,0,cool
2020-01-07,53.52100843070159,2470.185303478898,39.580536802751375,False,2020,1,7,1,0,0,cool
2020-01-08,58.45779848796873,2266.8882287751626,38.55394206602994,False,2020,1,8,2,0,0,cool
2020-01-09,56.16914185155868,2377.33205968968,39.42723782488451,False,2020,1,9,3,0,0,cool
2020-01-10,62.309000494200596,2451.0484714903523,38.76847836943463,False,2020,1,10,4,0,0,cool
2020-01-11,47.876193627374526,2726.2657793969884,35.8080597317401,False,2020,1,11,5,1,0,cool
2020-01-12,56.243870282035836,2608.9802787533586,37.677214027708715,False,2020,1,12,6,1,0,cool
2020-01-13,52.96775502737795,2600.2493322340943,41.3512405147106,False,2020,1,13,0,0,0,cool
2020-01-14,63.168229796130014,2736.756046334844,40.71568094670145,False,2020,1,14,1,0,0,cool
2020-01-15,48.345236233283735,2544.1274721219056,40.21517993672997,False,2020,1,15,2,0,0,cool
2020-01-16,48.35492374025799,2654.698958520634,36.68303269049264,False,2020,1,16,3,0,0,cool
2020-01-17,49.72261834812093,2560.9430966737323,39.07858128813449,False,2020,1,17,4,0,0,cool
2020-01-18,42.26534570725705,2639.6171997441083,33.04365674422183,False,2020,1,18,5,1,0,cool
2020-01-19,50.42043713815907,2474.92463587457,40.059205748960146,False,2020,1,19,6,1,0,cool
2020-01-20,49.417033309155144,2108.6174668524236,43.75645065420146,False,2020,1,20,0,0,0,cool
2020-01-21,54.127197928322175,2574.4010374409736,34.990776779002154,False,2020,1,21,1,0,0,cool
2020-01-22,55.24554110064952,2890.6524638728997,37.595896473178215,False,2020,1,22,2,0,0,cool
2020-01-23,63.078099624986166,2796.1604433155203,40.278734450162126,False,2020,1,23,3,0,0,cool
2020-01-24,58.608753253366324,2808.7785187913164,42.984923391687325,False,2020,1,24,4,0,0,cool
2020-01-25,51.130361613747716,2867.672541123036,37.81396903377242,False,2020,1,25,5,1,0,cool
2020-01-26,49.67986266938137,2642.8895989759826,37.01142538559734,False,2020,1,26,6,1,0,cool
2020-01-27,56.78735178303684,2669.295819246249,33.10824741407059,False,2020,1,27,0,0,0,cool
2020-01-28,47.88112738230089,2510.938423435253,39.24950035311689,False,2020,1,28,1,0,0,cool
2020-01-29,63.79279653830028,2575.8505100654456,44.98693433577262,False,2020,1,29,2,0,0,cool
2020-01-30,60.68453900476432,2766.7743819889647,39.611676232902916,False,2020,1,30,3,0,0,cool
2020-01-31,52.59187724107624,2888.9095524817567,38.629056955914976,False,2020,1,31,4,0,0,cool
2020-02-01,46.521036793066656,2624.7120280194313,39.5758570911909,False,2020,2,1,5,1,0,cool
2020-02-02,62.00351794448257,2566.9868292393826,38.48749919916729,False,2020,2,2,6,1,0,cool
2020-02-03,54.80735248911991,2661.507143232809,35.99037225676744,False,2020,2,3,0,0,0,cool
2020-02-04,61.713434691543505,2785.9719437361086,40.805397465418814,False,2020,2,4,1,0,0,cool
2020-02-05,47.69487926893933,2381.239563660627,38.9165146269108,False,2020,2,5,2,0,0,cool
2020-02-06,52.81112761976914,2215.003891408692,38.193300690883156,False,2020,2,6,3,0,0,cool
2020-02-07,55.97348536819855,2568.310636189912,35.11318153649346,False,2020,2,7,4,0,0,cool
2020-02-08,56.319671669974966,2438.4005758517055,41.84623988532576,False,2020,2,8,5,1,0,cool
2020-02-09,53.970140127012456,2584.9859850027983,39.82390927276995,False,2020,2,9,6,1,0,cool
2020-02-10,59.46857267063926,2661.0736265035584,36.06280333288974,False,2020,2,10,0,0,0,cool
2020-02-11,51.14819346343684,2603.939186505892,40.61651714765355,False,2020,2,11,1,0,0,cool
2020-02-12,55.904448757316324,2988.9838923668326,36.00555149689006,False,2020,2,12,2,0,0,cool
2020-02-13,57.34591434688895,2767.6820385703477,35.03725306249795,False,2020,2,13,3,0,0,cool
2020-02-14,59.44272184253042,2766.210702089266,34.98696589524479,False,2020,2,14,4,0,0,cool
2020-02-15,60.55265766096092,2834.2789269241744,31.83352820116534,False,2020,2,15,5,1,0,cool
2020-02-16,51.4933557636284,2485.7303631283785,38.43990188294619,False,2020,2,16,6,1,0,cool
2020-02-17,49.565869529281,2924.9155689728273,31.408299247414675,False,2020,2,17,0,0,0,cool
2020-02-18,63.7425543391324,2705.472249582104,33.0908163966696,False,2020,2,18,1,0,0,cool
2020-02-19,59.13129093686351,2858.187749757209,30.42178995240727,False,2020,2,19,2,0,0,cool
2020-02-20,53.84062540200285,2513.120295935538,36.26078088041445,False,2020,2,20,3,0,0,cool
2020-02-21,65.44990814645199,2420.0726948619686,35.93653283969966,False,2020,2,21,4,0,0,cool
2020-02-22,58.381331682172046,2897.666686926238,35.27401709029338,False,2020,2,22,5,1,0,cool
2020-02-23,63.8059424878869,2812.5656022465364,32.99113092867551,False,2020,2,23,6,1,0,cool
2020-02-24,58.3512032887973,2559.9980155809008,32.46510788374925,False,2020,2,24,0,0,0,cool
2020-02-25,68.41913021448354,2569.5291014472696,37.23609132692341,False,2020,2,25,1,0,0,cool
2020-02-26,66.99146974524015,2971.529922873678,34.05076713179241,False,2020,2,26,2,0,0,cool
2020-02-27,57.06688552126271,2511.4688093362765,36.50924933117888,False,2020,2,27,3,0,0,cool
2020-02-28,63.264038811116556,3080.7201123415357,32.76053214818715,False,2020,2,28,4,0,0,cool
2020-02-29,61.72505066320102,2574.8209805286847,35.81396531473697,False,2020,2,29,5,1,0,cool
2020-03-01,65.43079737041977,2885.307572604417,39.03354823323243,False,2020,3,1,6,1,0,dry
2020-03-02,53.84994624439545,2694.5132112690817,36.73363029025016,False,2020,3,2,0,0,0,dry
2020-03-03,62.18917435143463,2883.4049977597415,33.587835962962735,False,2020,3,3,1,0,0,dry
2020-03-04,64.13279753368158,2656.3974525601707,35.44518908264781,False,2020,3,4,2,0,0,dry
2020-03-05,50.12611603247991,2735.035822723406,33.7987265157324,False,2020,3,5,3,0,0,dry
2020-03-06,53.08001613319356,2778.073095974817,34.39015287364482,False,2020,3,6,4,0,0,dry
2020-03-07,48.87397723922585,2571.666652684496,33.23417555151538,False,2020,3,7,5,1,0,dry
2020-03-08,57.794245709630545,2922.4032655396254,33.56125166594381,False,2020,3,8,6,1,0,dry
2020-03-09,62.79742415614616,2673.648673020673,34.53258455453041,False,2020,3,9,0,0,0,dry
2020-03-10,66.78720209627211,2732.542522005755,30.757121049158844,False,2020,3,10,1,0,0,dry
2020-03-11,59.708846190328124,2581.281293725175,30.529345907361325,False,2020,3,11,2,0,0,dry
2020-03-12,67.54163830727542,2269.4900856235067,29.25008003018493,False,2020,3,12,3,0,0,dry
2020-03-13,52.55545658319697,2745.473363708109,28.452607533608678,False,2020,3,13,4,0,0,dry
2020-03-14,50.99365296617576,3267.8400392111294,29.43832186708803,False,2020,3,14,5,1,0,dry
2020-03-15,59.28460977143596,2943.791305557176,33.404390876745886,False,2020,3,15,6,1,0,dry
2020-03-16,61.53162508341954,2784.4868592148114,30.082607184499032,False,2020,3,16,0,0,0,dry
2020-03-17,59.49392563607808,2737.1438154548027,34.13596136339129,False,2020,3,17,1,0,0,dry
2020-03-18,49.36342871831569,2795.5123551178617,32.53263846721704,False,2020,3,18,2,0,0,dry
2020-03-19,59.29540435416026,2901.653959586768,26.355644214768727,False,2020,3,19,3,0,0,dry
2020-03-20,53.2561359125323,2557.191939389928,34.058073212295554,False,2020,3,20,4,0,0,dry
2020-03-21,63.161427446866284,3017.2562800152573,34.356911756483434,False,2020,3,21,5,1,0,dry
2020-03-22,61.67772939800516,2938.4184081138765,28.77372687970972,False,2020,3,22,6,1,0,dry
2020-03-23,55.17409549230308,2939.841977859783,32.846168479716326,False,2020,3,23,0,0,0,dry
2020-03-24,57.32999036419007,2884.6748962881516,28.845908239942837,False,2020,3,24,1,0,0,dry
2020-03-25,54.62615448473456,2801.5899943641775,31.537803769112898,False,2020,3,25,2,0,0,dry
2020-03-26,59.62878358257366,2932.8376192615497,27.280318245776737,False,2020,3,26,3,0,0,dry
2020-03-27,64.73490156397799,2917.1385255924292,25.52319674270668,False,2020,3,27,4,0,0,dry
2020-03-28,55.04461949940384,2728.389349744242,29.58249973014188,False,2020,3,28,5,1,0,dry
2020-03-29,62.50458678914486,2684.810271767289,30.187983062181527,False,2020,3,29,6,1,0,dry
2020-03-30,57.34121202053463,2820.146262424302,29.19418372807794,False,2020,3,30,0,0,0,dry
2020-03-31,56.03332085848719,3109.734580893005,26.66306929969455,False,2020,3,31,1,0,0,dry
2020-04-01,59.46475559758911,2552.175806790077,28.84333819656904,False,2020,4,1,2,0,0,dry
2020-04-02,54.822954974450504,2506.4699444459334,30.67878129699211,False,2020,4,2,3,0,0,dry
2020-04-03,57.22721628013767,2832.8160524535106,29.564117861163318,False,2020,4,3,4,0,0,dry
2020-04-04,53.99940769290609,2809.8414550467137,30.074289208573322,False,2020,4,4,5,1,0,dry
2020-04-05,69.80279727323587,2834.043481133699,27.344569904144137,False,2020,4,5,6,1,0,dry
2020-04-06,60.14290677740034,2847.788310107951,32.69838979084425,False,2020,4,6,0,0,0,dry
2020-04-07,56.45242557104405,2753.891142403248,25.483278603006944,False,2020,4,7,1,0,0,dry
2020-04-08,61.00246804634525,3095.949742500641,30.303334895305156,False,2020,4,8,2,0,0,dry
2020-04-09,59.3495003914804,2477.1534235027334,32.21552621353793,False,2020,4,9,3,0,0,dry
2020-04-10,58.781927904657294,2630.903872113653,29.942170294800164,False,2020,4,10,4,0,0,dry
2020-04-11,62.93031499985543,2775.1334929593395,27.72191106378431,False,2020,4,11,5,1,0,dry
2020-04-12,63.61680407003635,2466.2402033631615,26.575125343434276,False,2020,4,12,6,1,0,dry
2020-04-13,57.14363117840226,2758.713226607233,31.09935740183242,False,2020,4,13,0,0,1,dry
2020-04-14,56.88101430310028,3125.097198335314,23.55384292024967,False,2020,4,14,1,0,1,dry
2020-04-15,58.34592348053239,2795.8127566479106,24.74471332315697,False,2020,4,15,2,0,1,dry
2020-04-16,48.16977200656272,2836.521516050956,26.295426064676647,False,2020,4,16,3,0,0,dry
2020-04-17,52.05875017464873,2537.0082115347286,31.03481822091426,False,2020,4,17,4,0,0,dry
2020-04-18,66.42154950709559,2664.3430634882934,28.295711035312646,False,2020,4,18,5,1,0,dry
2020-04-19,67.76164853381088,2711.0650229243465,24.08766464811259,False,2020,4,19,6,1,0,dry
2020-04-20,58.23843560233983,2720.9654546524043,25.897163997954234,False,2020,4,20,0,0,0,dry
2020-04-21,62.31039624918304,3039.15710201788,24.82234277852926,False,2020,4,21,1,0,0,dry
2020-04-22,60.925064235672,2892.602616033654,24.37415847078711,False,2020,4,22,2,0,0,dry
2020-04-23,74.70164335265599,2556.9255879239877,29.279443440697648,False,2020,4,23,3,0,0,dry
2020-04-24,64.84078177910382,2826.588172344329,22.067878409542903,False,2020,4,24,4,0,0,dry
2020-04-25,58.536248303190106,2874.9194375171755,30.850914424377574,False,2020,4,25,5,1,0,dry
2020-04-26,54.32834409794003,3001.211196732518,28.35190299272483,False,2020,4,26,6,1,0,dry
2020-04-27,51.00132642195898,3087.1148780110802,28.983665632686247,False,2020,4,27,0,0,0,dry
2020-04-28,59.97571108668521,2565.732948854899,24.167399682878106,False,2020,4,28,1,0,0,dry
2020-04-29,55.098819499873414,2604.24569454678,24.95285044824163,False,2020,4,29,2,0,0,dry
2020-04-30,51.68885349174698,2512.4880894091375,20.951033835755368,False,2020,4,30,3,0,0,dry
2020-05-01,55.484198765880585,2714.7079237914,23.525726114508995,False,2020,5,1,4,0,1,dry
2020-05-02,53.223681262427135,2852.21431330424,26.431353995714247,False,2020,5,2,5,1,0,dry
2020-05-03,66.97892987286109,2953.7635542427684,28.690751063789037,False,2020,5,3,6,1,0,dry
2020-05-04,62.860689358277895,2738.384512477415,21.334803966782864,False,2020,5,4,0,0,0,dry
2020-05-05,58.319391587603285,2686.8081391746223,23.415052606197005,False,2020,5,5,1,0,0,dry
2020-05-06,65.66326268168922,2778.257858066921,23.91459509655325,False,2020,5,6,2,0,0,dry
2020-05-07,58.55222205269726,2577.9328351077706,20.03971622790528,False,2020,5,7,3,0,0,dry
2020-05-08,53.75837845656813,3159.851728235238,25.861433276639413,False,2020,5,8,4,0,0,dry
2020-05-09,65.57744902417444,2417.322653711173,21.777468308283684,False,2020,5,9,5,1,0,dry
2020-05-10,60.551048769210446,2772.6430723027593,23.2271149138439,False,2020,5,10,6,1,0,dry
2020-05-11,52.56260964203813,3137.1864562560404,22.323117772390887,False,2020,5,11,0,0,0,dry
2020-05-12,56.68719273748738,2730.5265527491624,21.178503350545473,False,2020,5,12,1,0,0,dry
2020-05-13,53.148577008396295,2687.792241259304,23.39484919657785,False,2020,5,13,2,0,0,dry
2020-05-14,50.49822145366428,2650.8775186924936,22.640571688620625,False,2020,5,14,3,0,0,dry
2020-05-15,61.926463278523094,2682.788929873465,22.045232136917907,False,2020,5,15,4,0,0,dry
2020-05-16,66.72385233911028,2989.8727690380947,20.850852878990253,False,2020,5,16,5,1,0,dry
2020-05-17,50.06299823197606,2269.3027007662517,23.872307229704262,False,2020,5,17,6,1,0,dry
2020-05-18,59.74765845232263,3014.6711083253585,27.754180309938242,False,2020,5,18,0,0,0,dry
2020-05-19,53.55452124916103,2419.4405923530758,23.094720982381595,False,2020,5,19,1,0,0,dry
2020-05-20,54.245011723311855,2647.088693417177,25.547315246019785,False,2020,5,20,2,0,0,dry
2020-05-21,53.5895939508965,2610.698023102993,18.274401083812805,False,2020,5,21,3,0,0,dry
2020-05-22,52.10059328396655,2810.327067925113,22.806696124879718,False,2020,5,22,4,0,0,dry
2020-05-23,56.530236285682484,2369.0039740020006,18.931923573350534,False,2020,5,23,5,1,0,dry
2020-05-24,51.9980954175781,2777.019913205387,17.686174659099045,False,2020,5,24,6,1,0,dry
2020-05-25,57.368524761148414,3085.349143624847,19.79409204875924,False,2020,5,25,0,0,0,dry
2020-05-26,55.62666197567905,2403.7007747691796,25.485528059491244,False,2020,5,26,1,0,0,dry
2020-05-27,54.54298244471121,2710.0729138933766,24.659898619328143,False,2020,5,27,2,0,0,dry
2020-05-28,51.058074313893776,2535.4803431637315,22.441313294418162,False,2020,5,28,3,0,0,dry
2020-05-29,52.568547732564845,2748.7495728008025,17.019101268152465,False,2020,5,29,4,0,0,dry
2020-05-30,59.08425661074811,2663.0485699317305,20.935748816907882,False,2020,5,30,5,1,0,dry
2020-05-31,57.66520984828044,2526.521335495894,22.339590067695177,False,2020,5,31,6,1,0,dry
2020-06-01,50.124641910465,2747.947001007947,21.873536145103735,False,2020,6,1,0,0,0,rainy
2020-06-02,55.35938859823304,3006.7514340899556,15.73054821344696,False,2020,6,2,1,0,0,rainy
2020-06-03,58.46853069359758,2603.1670939566993,18.508566206381847,False,2020,6,3,2,0,0,rainy
2020-06-04,46.21204052947775,2780.723596482175,20.90749094320709,False,2020,6,4,3,0,0,rainy
2020-06-05,57.12198880540463,2373.501043730916,22.631438793209234,False,2020,6,5,4,0,0,rainy
2020-06-06,50.93688460496631,2436.212826627265,14.35968463778619,False,2020,6,6,5,1,0,rainy
2020-06-07,56.94655293112201,2717.2880432207617,20.389880493853152,False,2020,6,7,6,1,0,rainy
2020-06-08,50.11960698385208,2914.9002887041333,21.236286612450755,False,2020,6,8,0,0,0,rainy
2020-06-09,44.75266914871706,2684.4350593183217,23.289588193610143,False,2020,6,9,1,0,0,rainy
2020-06-10,45.47942511788185,2545.9025131142994,22.755680620967176,False,2020,6,10,2,0,0,rainy
2020-06-11,53.69654786001424,2603.5419748858912,22.363940039017773,False,2020,6,11,3,0,0,rainy
2020-06-12,54.59269733085272,2348.740997873416,18.158303391552202,False,2020,6,12,4,0,0,rainy
2020-06-13,48.60948728383623,2714.8351775518217,14.778815160715764,False,2020,6,13,5,1,0,rainy
2020-06-14,56.160090486621776,2765.480458246729,19.271174180263245,False,2020,6,14,6,1,0,rainy
2020-06-15,44.49470644064736,2493.6511359931487,23.405568579028234,False,2020,6,15,0,0,0,rainy
2020-06-16,52.3062559340435,2485.091218266502,24.534221825660865,False,2020,6,16,1,0,0,rainy
2020-06-17,46.41514080599709,2627.2823000746907,22.441549049649296,False,2020,6,17,2,0,0,rainy
2020-06-18,49.04387616329532,2481.7477538610647,21.556839096072583,False,2020,6,18,3,0,0,rainy
2020-06-19,52.37220251098002,2550.829751706774,21.36953401738608,False,2020,6,19,4,0,0,rainy
2020-06-20,47.66466207151601,2978.9462247713764,18.526952156101338,False,2020,6,20,5,1,0,rainy
2020-06-21,49.8748881361065,2504.5248355684694,19.77272618160304,False,2020,6,21,6,1,0,rainy
2020-06-22,56.659534175457374,2477.174073477311,25.140629248562426,False,2020,6,22,0,0,0,rainy
2020-06-23,48.57353262158299,2414.2313979489304,17.27918394292071,False,2020,6,23,1,0,0,rainy
2020-06-24,55.46594233485152,2687.4628475357613,24.927563173136654,False,2020,6,24,2,0,0,rainy
2020-06-25,45.468055797928855,2497.252867492888,19.096449732162046,False,2020,6,25,3,0,0,rainy
2020-06-26,53.59438838774842,2398.486417280875,24.021082603140485,False,2020,6,26,4,0,0,rainy
2020-06-27,57.981707895624126,2787.4767502246414,15.809543272257235,False,2020,6,27,5,1,0,rainy
2020-06-28,38.243910273021484,2801.9845841124657,21.77585725877536,False,2020,6,28,6,1,0,rainy
2020-06-29,46.445746052692925,2392.821956753618,17.798948441134836,False,2020,6,29,0,0,0,rainy
2020-06-30,53.143545038174025,2134.4375417960164,15.757531939122325,False,2020,6,30,1,0,0,rainy
2020-07-01,49.07084303867192,2704.084837033991,20.65597253607018,False,2020,7,1,2,0,0,rainy
2020-07-02,51.76965939796967,2360.4919357813933,23.028785774625252,False,2020,7,2,3,0,0,rainy
2020-07-03,46.72188966414958,2650.379587764414,17.468509199114397,False,2020,7,3,4,0,0,rainy
2020-07-04,50.0027266073192,2093.0725665562736,15.512210967602497,False,2020,7,4,5,1,0,rainy
2020-07-05,48.619481049381676,2660.455484450124,19.742610362276547,False,2020,7,5,6,1,0,rainy
2020-07-06,55.065045515964414,2234.549670373805,19.767682314418305,False,2020,7,6,0,0,0,rainy
2020-07-07,50.32673671833409,2617.7917988681456,21.689745158518743,False,2020,7,7,1,0,0,rainy
2020-07-08,50.571423239159074,2469.3569114307784,22.911317909731682,False,2020,7,8,2,0,0,rainy
2020-07-09,46.65313339486185,2270.5876628848964,19.90498125718962,False,2020,7,9,3,0,0,rainy
2020-07-10,46.10397691043878,2374.8529783386816,25.673367904679125,False,2020,7,10,4,0,0,rainy
